sentence,score 
"I don't have access to any medical databases. Reading over a few abstracts from PubMed, it seems that laughter has actually been studied for its potential to improve chronic obstructive lung disease, so the first pathology described in the article is on very shaky ground. Then there's this utterly uninformative curiosity.",-1.333333333
"Simply, Thailand has accepted that 'the temple' is in Cambodian territory according to the court. But the present day dispute is about the area down to the hill and around the hill. Right, Cambodia has claimed its sovereignty over it, same as Thailand, she has never recognized this.",1
"I find this claim dubious, as well as awkwardly phrased: C minor is one of the lesser used key signatures in all music today and in the past.",-0.333333333
"I said sounds like an advertisement, not is an advertisement, so please do not raise a straw man to airily dismiss what others view as valid objections to the style of the section in question. Let me refer you to WP: NOT#SOAP for more on this topic.",-1.333333333
What is the point for including games where Sakurai was credited under Special Thanks? Is it because his gameography doesn't look varied enough without it? If you included special thanks for every developer on wikipedia you'd be here forever.,-1.333333333
"Black Power movement -no link? The communist threat was brought home to Jamaican -Jamaica? In May 1954 Live and Let Die was banned in Ireland by the Irish Censorship of Publications Board -not clear why, was it too evil for the Catholics to deal with?",-0.666666667
"There have been a series of edits insisting on a particular gender pronoun for this ship. I have two concerns about this: The existing usage in the article, apparently since at least 2008 and probably much earlier, is to use the female pronoun where a pronoun is needed.",-0.333333333
"It seems to cover the next few episodes after 21 to 23? But I left some info cryptic, but the new guys' names are offical. Though the body of Rinjuu Bear-Fist Grand Master Maku, the last of the Three Kenma, was revealed to be inside Rinjuu Hall the entire time, not even the final Madoku fang could ressurect him by itself.",0
"It means that this object is not a black hole. For an object to be a black hole, its mass needs to be concentrated in a radius less than its Schwarzschild radius. The same holds also for part of the object, so in theory it's possible that the whole object is not a black hole, but its inner part is a black hole.",0.333333333
"The source is the head engineer of the Concorde program, which is clearly stated in the reference. I have repeatedly stated that its already referenced and neither of you looked at the reference. It is available freely and someone else even posted a link to it.",-1.666666667
"The name for this region is, in Spanish, Desierto de Atacama, which translates as Atacama Desert. Thus, the name Atacama Desert Should be the one in use here. Atacama Desert is completly in Chile, it doesn´t reach Peru, and reach until the Andes to the east.",0.666666667
"According to Suicide, sourced from , in the US firearms are by far the most common method of suicide & four times more common than the next. After that, it lists asphyxia, hanging, drug overdose, carbon monoxide poisoning, jumping from height, stabbing or exsanguination, and drowning.",0
"Since that whole section has been tagged as needing citation for the past 6 months, I'm removing it entirely. At any rate, what it talks about is almost pure conjecture, particularly regarding the names of the haibane and nature of their wings and halos. The only part I see that can be saved is the mention of Hard-Boiled Wonderland and the End of the World, but that will need a proper citation.",0.333333333
"I removed the following from the article. It included no sources and an anonymous user has been simply rewording the paragraph (possible COI/POV): Besides its roles as a carboxylase prosthetic group, biotin also has effect on DNA, gene impression as well as cell development and immunity.",0
"Sorry, I don't see how the Retreat at Lake Kivu article is soapboxing. Seems like a fairly neutral article but I don't know the forum and what it's about. Perhaps there is some controversy of which I'm unaware.",0
"The 2D structure is a canonical representation of an amino acid. All the functional groups are represented as neutral. But since amino acids have both an acid and a base in the same molecule, in actuality the acid will be deprotonated (a negatively charged anion) to some extent and the amino group will be protonated (a positively charged cation) to some extent.",0.666666667
"The nomenclature rules for plant fossils as expressed in this article are out of date. Form taxa disappeared from the International Code of Botanical Nomenclature over 10 years ago (with the 2000 'St Louis Code'). There has since been some dispute as to the best way forward, but a recent review in the journal Taxon has argued that they should be referred to as fossil-taxa.",0.333333333
"These stars are hot, dim, and tiny compared to the Sun. They are actually remnants of stars. They are called dwarfs simply because they are very small.",-0.333333333
"Towards the end of the page it says that then-President Donald J. Trump recognized Moroccan sovereignty over the Western Sahara on Dec. 10, 2020. The wording then-President... seems kind of odd, and not in keeping with what other articles. I think we should edit it to get rid of the word then.",0.333333333
"Also, compare this to Bill O'Reilly; the aforementioned disambiguation page is the result of two conflicting views on a primary topic, both of which seem to be the result of opposing view points from different sides of the world.",0
"I feel like there should be a section about the 2019 teachers strike. Since the strike has its own article [], the section wouldn't have to be too detailed, as we can link readers to the article. Also, maybe something about the closures due to the coronavirus pandemic in 2020.",0.333333333
Let's try and take your points in order: 1) too many is highly subjective and begs the question: too many for what exactly?,-0.333333333
"I get your point that we don't usually explicitly phrase it this way, but with respect I do not think it is as unusual as you say: I think it's the essence of thinking of an R module M as R being mapped into the endomorphism ring of M. I do not think it is a common way of thinking of mathematicians to say that an algebraic object has multiple underlying sets, and I sense we agree on that point.",0.333333333
"I understand your argument, but it's important to remember that SAC wasn't strictly a nuclear force; it was a 'strategic' force. Yes it had the nuclear mission, but it also conducted all Air Force strategic missions (such as Operation Rolling Thunder).",1
"It's a standard preference, and I try to shoot to it; I just liked how well you could see her eyes in the first. Unfortunately, the doofus house photographer kept bouncing around in the backdrop, getting in shots, which was pissing a lot of photographers off (myself included, although I wasn't the one who yelled at him).",-1.333333333
Discussion Any additional comments: ''The above discussion is preserved as an archive of the proposal. Please do not modify it.,-0.333333333
"What secondary resources are you wanting to verify a secondary resource? I admit that some of the fan content that has been posted should be taken off, and was more of a cram to expand upon the article in spades, fast. But I feel that to delete that entire section again would be extremely inappropriate on your part at this point.",-0.666666667
"In the ultrasound paragraph under imaging, there is a sentence that reads Radiolucent stones, which do not appear on CT scans, may show up on ultrasound imaging studies. This is incorrect, no? All stones (except for those rare drug residue stones) - even radiolucent ones - are visible on CT.",-0.333333333
"Citation needed on scooping the fruit with a spoon? Seriously, do you need that? Does society as a whole not trust whether fruit is scooped with a spoon?",-1
"see, that's the point...we're planning on cleaning up the other ones as well...it's unnecessary cruft, and contributes nothing to the article. it reads like a gamefaqs guide. But thank you, very much, for discussing it before changing it back. it's nice to get into an edit war now and then.",-1.666666667
The article has been extensively re-written. It was full of un-referenced and vague material which have been removed. 2 generic pictures have been removed as unverifiable.,-0.333333333
"Hello fellow Wikipedians, I have just added archive links to on Ádám Szalai. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",1.333333333
Kyrie holds duel citizenship for both America and Australia he was born in Australia and qualified for the Australian natural team he is not just American he wasn't born in America. Regardless of how many years he lived in Australia you've gotta place the facts on his page you can't just dismiss the facts. Australian / American is what is best to fit his info box.,-0.333333333
Because images don't simply need to be licensed properly in order to be used. The fact that these are non-free images means that use of the MUST be minimized to image that are only necessary to the readers understanding of something. Having 10 non-free images is FAR too much.,-1
"I have been reading the archives. On page 9, some mod or something said WP: GEVAL is the reason why the erroneous beliefs part is okay.",1
"Hello fellow Wikipedians, I have just added archive links to on Order of the Chrysanthemum. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2
"So clicks are represented in IPA like this, and in ASCII renderings of IPA like that, but how do the respective languages' orthographies deal with clicks? I guess most, if not all of them use the Latin alphabet when written, and this would have to have been innovated since the Romans didn't use clicks.",-0.333333333
"It's made up of three books, but it's a single story line. Just as Lord of the Rings is actually a single story, even if it was published as three books.",0.333333333
"I neither don't think that he wanted to test the poison but rather take her with him, apparently even in that situation he cared for that - would it be caring to leave the dog in the bunker? Or as by Hitler's word captured and killed by jewish pigs when they'd reach the bunker? A man who prefers dogs to pigs is a dangerous man indeed.",-1.333333333
This argument is kind of silly IMO. Bowie played guitar and saxophone on nearly all of his albums (except Let's Dance and Tonight) and keyboards on all but his first few. Would someone go see Jackson Browne to hear him sing or play guitar?,-1.333333333
"As our constitutional theorists have well observed, the words Reich and Bund are, in German constitutional theory, to some degree interchangeable. A translation into English as Chancellor of Germany seems appropriate to me, all the more since according to German theory again, the German state which was founded in 1867 has never perished and has now the name of Federal Republic of Germany.",0.333333333
"I may have walked into something I don't need to be in, but this seems to be getting too heated for what it is. Based on the edit summary for this edit, the only problem appears to be the formatting of the citation. I fixed that, so hopefully that much is taken care of.",0
"I take your point, but the same paragraph that mentions how George Bush is written in Japanese mentions See the article katakana for details. I don't know how many people will be using the kana article (or any article) as a tool for transliterating Japanese, and in any case, that's just one use for it.",-0.333333333
"Hello fellow Wikipedians, I have just added archive links to on Battle of Inchon. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2
You seem to be poorly educated on the subject. First of all the word madrasahs simply means school! It is an Arabic word just like we refer to HLS (Harvard Law School) as a school so did people back in the day referred to all educational facilities as madrasahs!,-1.333333333
"Pics I grabbed some pics from the TGS Trailer and will upload them soon. I just have to change the sizes. It does look like there are 2 G-Carriers, one of which is William Birkin.",1
"rifampin and dexamethasone per indiana university, though this is newer information and just a couple years ago there were none (to my knowledge) More recent References: ...although induction by any drug has not been observed thus far.",-0.666666667
What is the inclusion criteria for links? Is it just Don's personal opinion or are there quantifiable measures that can be applied? I ask because I added a link  which was immediately reverted (although it wasn't labeled a reversion).,-1
"Got a message from a railway-fans' BBS, but not proved. The message says that CRH4 was initially arranged for AGV-tech. But MOR didn't really import the AGV-tech.",0.333333333
"What's wrong with people? The official English name is clearly Central Japan International Airport, and its nickname is Centrair. This information can be gleaned from both the airport's English website and the operating company's English website.",-1.333333333
"Perhaps the statement, Ao is NOT the child of Renton and Eureka. This is a rumor and it is not supported by any reliable sources should be rewritten into a more neutral statement like Ao is not confirmed to be the child of Renton and Eureka. This is a rumor not supported by any reliable sources and should remain unedited unless proven otherwise.",0
"Today I created an article for Louie Donowa. Does anyone have any information about his spell with Deportivo in the eighties? If so, feel free to add it.......",1
I have tried to start the cleaning and cleansing of this article. It really needs a complete rewrite. The section on the early inquisition needs to be rewritten using the general Wikipedia article on the several forms of the inquisition.,-0.333333333
"I meant if the section didn't include them, can someone help? I'm not good at that. I don't even know if they have been included in the section.",1
"The current evolution section is a total disaster. Which is it - Latest Oligocene, early in the Oligocene, or earliest Miocene? The language is quite unprofessional, and what on Earth do wolves have to do with anything?",-1.666666667
Is there a particular reason that some equations in this article show angular velocity as ? and others use Ω? I find this confusing and it is not standard in the textbooks I have.,0
I agree with KVDP that this section should be moved elsewhere. Merriam-Webster defines motorcycle as an automotive vehicle with two in-line wheels. Its origin dates back to 1894 as a combination of the words motor and bicycle.,1
Some of us know the LAF O2 sensor as a wideband O2 sensor. I believe the terms LAF and wideband are interchangeable. A typical oxygen sensor only tells us only if the mixture is rich or lean.,0.666666667
"The article as it stood was covering two different topics, and as can be seen from the discussion page it's common for people to use fugu for pufferfish that most certainly are not Takifugu (e.g., fugu in the Mediterranean). I've moved biology of the fish plus things like lists of species to a Takifugu page.",-0.333333333
The article states in its introduction that the official name of the museum is Grand Louvre which seems to me to be an error. As i searched the official website of the museum I haven't found the mention of this name at all. Instead every image and every logo has the name Musée du Louvre (Louvre museum) on it.,-0.333333333
"I have recently finished watching X, and while I admit that I am not at all well-versed in manga or anime, it does not seem to be aimed at young girls, especially when one compares it to more well-known shojo works such as Cardcaptor Sakura. If I had not read the Wikipedia article, my guess as to demographic would be either seinen or josei. May I ask from whence the shojo designation originates?",0.666666667
Can an admin fix the history? We have two occurrences of this article. This article was redirected to Spanair Flight 22 after an edit history had been established.,0
"I saw that, and I confess that I reinstated the remark. I sit here now and wonder if that should be kept. It is a fact, it is used in such a way (I know the story from my grandfather, it was used as a 'medicine' against some strange diseases), and yes, kerosine is not a healthy compound.",1.333333333
"Word seems quite ambiguous in modern usage, since people very often mean it as 16-bits rather than the actual word size of the processor (likely now to be 32 or 64 bits). There's Intel and Microsoft who, for reasons of backwards compatability, use word to mean a fixed size of 16-bits, just as byte is used to mean a fixed size of 8-bits.",-0.333333333
"dead-man equipment was quite rare on US streetcars until comparatively recently That is a conclusion based on no source and not true. The Presidential Commission Cars (known as PCC_streetcars were almost the only streetcars built and used in the United States since before World War II, and were in use in some cities until the 1990s (and are still in use on Heritage lines) had a deadman pedal.",0
"Also, this raises a question I've had for a long time. How do you get a perfect game of Pac-Man? I've heard it said that people are able to eat all four blue monsters every time, but on some boards they turn blue for less than a second - do you somehow manage to get all four of them on top of each other right next to the power pill?",0.666666667
"Its really because the cresta are either indistinguishable, or huge and annoying, but mainly because, thats what they do everywhere else. Basically yeh, Im strongly against the use of club crests, and for country flags, despite the teams not there to represent their country, they still do, part of the winnings go to the FA of the team. People support teams from their country.",-0.666666667
"I've reworded the following sentence Conversely, Left-Hand Path belief systems value the advancement and preservation of the self, glorification of more temporal and terrestrial goals, and personal power through spiritual attainments; generally seeking guidance of one or more deities in theistic practices or with self-driven guidance of human instincts in atheistic ones.",1.333333333
Clothing optional (a redirect to Nude beach) and Clothes free (a redirect to Nudity) have been nominated for discussion at Wikipedia: Redirects for discussion/Log/2020 October 2#Clothing optional and Wikipedia: Redirects for discussion/Log/2020 October 2#Clothes free respectively.,0
"I think you should go back and read my edit that you are complaining about, and reverted, which I no longer put in the article, and which did not contain or imply maintain in any way. Thus your POV criticisms are misguided here at least, and as I said, you use the word too frequently.",-1.333333333
"The Electromotive Force is that which enters a persons house through his electric power line connection, and causes activity in his connected and turned on electric appliances. Its intensity value is rated in volts and results in a flow of the electric current carrying constituents of the appliances.",0.666666667
"Inserted a trivial mention of no temporal limitation. Note Anselm's no time, no space remark!  Somehow the template got inserted because it mentions omnipresence, which, however, is classic and not unique to New Thought. Might be okay as a horizontal nav box but definitely out of place as a marginal one.",-0.666666667
Now the title redirect has (wrongly - see below) been changed to Synchronized and needs to be changed back (with Synchronized swimming directing to Synchronised swimming). The spelling situation (Synchronize/Synchronise) is a real mess here with both ise and ize endings used in the text (I'm not talking about the lists - see separate comment about that).,-1.333333333
"Please try not to inject your POV too much into Wikipedia; standard textbooks (at least, the ones that bother at all with such symmetry considerations) don't seem to regard pseudovectors as mickey mouse. (To my mind, you're just sidestepping the question.",-1
Can we say true disfigurement? Is there a reference for the definition of said disfigurement? I don't find any of the pictures of the people shown to be terribly unattractive by any means of the stretch.,-0.666666667
"Hello fellow Wikipedians, I have just added archive links to on Bremen. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2
"I think the Speed Racer example in the third paragraph of the History section is wrong. I believe that the frozen motion angle change was achieved through animation perspective change drawings, not by a camera move as stated. Especially since it's in the paragraph where cel animation is specifically mentioned in the first sentence.",-1.333333333
"Dear Frania, this is why I am quiting the WP. To much discussion about things that are not factual or important. Have fun here, do not get discouraged like I did.",0
"Smallbones, you do seem to be projecting on OP, and your post is a bit rambling and unfocused. Meanwhile on planet earth, have made various edits and trimmed per request. Most of which was removing stuff tacked on post the original FAC, in which I was closely involved.",-1.666666667
"No, that is NOT the logic here. Let's go back to the sentence in the article which says considering that one of the best-attested facts of his life is that all twelve of his chosen apostles were male. This is, as I have explained before (I dont think I have to repeat myself), a very weak, far fetched argument to prove Jesus's sexism.",-1.666666667
There is a move discussion in progress on Talk: Politician which affects this page. Please participate on that page and not in this talk page section.,0.666666667
"I need to restart this discussion due to new factors. As you probably both know, this game has three official storylines, even though only two of those exist as physical releases. The image used now is not only for the Japanese version, but for the downloadable version of the two physical releases.",0.666666667
"I would suggest a different wording because botanically correct and botanically incorrect don't really mean anything and just confuse the issue. If you're going to talk about botanical nomenclature, it's usually best to use the language of botanical nomenclature. What on earth does botanically correct mean?",-1.666666667
Some of these Korean nationalists really need to get a clue. Need you guys be reminded that the Korean peninsula is still a divided state today? Claiming outside territory should not exactly be the top of your priorities.,-2
"It's obvious that the condition depicted in this light comedy is just as much a plot device as the ever-repeating day in Groundhog Day, and is every bit as fictional. Unfortunately this hasn't stopped people putting their own speculations and comparisons into the article.",-1
"I think JLittlenz is correct, it should be leeward, as in downwind from. The picture accompanying this article shows the snow on the leeward side, and the article in the German wikipedia talks about the leeward side as well. The change may have come from a confusing picture at Lee shore but that picture refers to an island so the directions of windward and leeward shores are reversed.",1.333333333
"Now we are going off topic, but if you would really like a new admin, who is a good mathematician, thoughtful person, and been here for a while, then how about nominating Jitse? Jitse's been here since 2003, does a lot of VfD work (certainly more than other mathematicians I've seen), and is not addicted to Wikipedia, which is a good thing. Paul, what would you think?",0
"Did Suetonius think the activities were really so nasty? Or is it we who think so? I thought he was pretty trusty, considering he held a court position under Hadrian.",0
"Notifying previous discussants. Support From a search in English language news, and from the books searches in the nomination, Red River (and Red River Valley) appears to be the more commonly used name in English language sources. This would also again make the name consistent with internationally recognized use of the name in topics like the Red River Delta Biosphere Reserve.",0.666666667
The list of events for January 20 includes the cryptic line: 1320 - Dante - Quaestio de Aqua et Terra. There's no mention of this work in the article but a Google search indicates that it was a scholastic treatise on physics.,-0.333333333
"The fact is that this imagery wasn't associated with Satanism, no matter how you want to define that, at the time Crowley used it. This simply isn't true, Sean. 666, the Great Beast, the Whore of Babylon, and the idea of inverting Christianity are all long established tropes associated with Satanism going back decades and in some cases centuries prior to Crowley's birth.",0.333333333
I think the history of public health could be expanded a lot more than it currently is able to be sitting within this article. I think changing the currenty paragraph to a brief overview and directing to a new page History of public health would enable it to be extended further than it currently is (e.g. as it is currently focused on the development of public health in England).,0.666666667
"I am looking to buy a DVD player (Philips DVP642), and while I don't have component on my TV I do have an S-video in. I've been playing things via my video card which has an S-video output as well. Will playing a DVD be as simple as swapping the cable from the computer to the DVD player?",0.333333333
"I didn't intend SWATiness to be demeaning (and I don't think Red Shift did either), so I apologize for that. Yes, you've provided a couple examples of SWAT being used as a noun. I didn't realize that use existed at all, so thanks for showing me.",2
"Your premise is that the lede is too long and reducing its length was your only stated goal. I disagree, and have no major objections to the lede's size as it stands. Your rewrite, on the other hand, was awful.",-2
"I suggest that the eras in the Hadean Eon be removed. They do not reflect either the International Commission on Stratigraphy International Stratigraphic Chart 2008, the Commission for the Geological Map of the World Geologic Time Scale 2008 color coding, or USGS time scales (see below). Also, the text states the colors are from the ICS standard, but this is not the case.",-0.666666667
"Hello fellow Wikipedians, I have just added archive links to on Jeddah Tower. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2
"It also says How ambiguous does this make the narrator's sex? Just enough for a song, one might reply, but not too much. By convention, a narrator of unspecified sex is assigned the same sex as the author.",-0.333333333
"BTW, it may be forgotten or not updated, but there was Wikipedia: WikiProject Football/Players, suggesting to use domestic league. However, in Cristiano Ronaldo, it use Italian club Juventus.",0
The goalposts are up and dancing by themselves by this point. That's not necessary. I think we both know the value of a citation.,-0.333333333
"I think you meant 10.48 seconds, in a single attempt, by Toby Mao; however, the official, recognized world record is 13.22 seconds, an average out of the 3 middle of 5 cube attempts, by Anssi Vanhala.",0.666666667
"You are missing a critical difference between Gliese 436 c and Epsilon Eridani c: that is the difference between unconfirmed and disproven. In the case of Epsilon Eridani c, there is evidence which suggests the planet is there, however more evidence is needed to fully confirm or disprove the planet hypothesis.",0.333333333
"You twice edited the line yourself within 40 minutes, so please don't tell others about edit warring. You are also allowed to clean up your own talk page however often you want. While your apology is appreciated, I would caution you about getting upset when your inaccurate edits are pointed out, and my warning still stands.",-0.666666667
"HEY, IAM 26 YRS OLD MARRIED AN A 6YR OLD SON I HAVE BEEN IN REMISSION FOR 21 YRS. I WOULD LIKE TO KNOW IF MY SON WILL HAVE HEATH PROMBLEMS LATER IN LIFE. NO ONE CAN TELL ME ANYTIHNG?",0
"I think the above 9 objections are not a reasonable contestation of the logic of the article. No Christian theologian would agree with labelling any of the persons of the Trinity with a sex, which hence makes all the above points irrelevant. Generally, there are very few things that you could definitely proclaim as characteristics of God, let alone the sex typification.",-1.333333333
"Quayle is probably best known today for his gaffes. Your version has not been approved on the talk page, and silence is not consent. Please don't remove the material again.",-1.666666667
"Btw, about the cut scenes/dialogue comment. Shouldn't we mention something at gameplay about the blending of film/animation/video games/virtual reality/simulation? L.A. Noire is almost an interactive movie, and the Unreal Engine can be used to make animated films and machinima.",0
"Oppose inclusion of that incident. Even if this article were to have a criminal use section, the selection of the M1911 in that crime does not have much significance. The article only lists the M1911 in the infobox and does not cover the M1911 in the article proper.",-0.666666667
"This issue is not limited to Finland. though. There are plenty of other analogous conquered-then-given-autonomy cases listed, such as the Commonwealth Realms and Ethiopia and Albania. Should they also be removed?",-1
"The photo of Pique lining up for the Catalonia team should be left in this article. It is a good and interesting picture, and far more interesting than one of him making a bog-standard header for Spain.",0.666666667
I'm not ignoring the information. I have repeatedly and consistently expressed that view. If you edit the page again I will report you to the noticeboard for administrative action.,-1.666666667
"It appears that all the other links can stay as long as they are not from the University of Arizona. The explanations given are that Wikipedia is not a link repository, however, the administrators seem to have no problem leaving any other link there. Someone said, not to take it personal, but we are the only site that gets deleted.",-0.666666667
"I'm wondering whether we ought not re-examine the content of the selected writings section (at the end of the article). Many, even most, of the items here sited are quite minor. Hesse's oeuvre contains hundreds of items of similar standing, some little more than 'doodlings' in his diary.",0.666666667
I will (at a late date) add my support for Remorvan's arguments. Thorpes basketball activity is well known to sports authorities. Part of the problem is that PBS' History Dectives television sho did a story in 2006 (or 2005) where they research a basketball ticket bought on ebay.,0
"The myth mentioned was actually tested by the MythBusters of the Discovery Channel. They found that the venom of daddy long legs is not more lethal than that of a Black Widow spider. Second, the fangs are long enough to pierce the skin.",0.666666667
"Hi - I take your point, though I take the argumentum ad googlum portion with a grain of salt. I never saw the s at the end of Opiliones as indicating a plural until I read your above post last year. I have yet to encounter the need to come up with a singular in English, but if I did, I'd go with the singular you provided last October.",-0.666666667
"Indeed, the analysis falls far short of an encyclopædic standard. The section has a certain amount to say about antisemitism, but this isn't an essential feature of fascism - it's what set the nazis apart from their fellow fascists. None of what's said of the accusations of fascism appears to indicate their accusers thought them antisemitic, so focussing on that as their defense is misguided.",-0.666666667
"Oh man, I never noticed that Mega Man X4 was rated K-A before. The FMV where Zero beats up Sigma is easily one of the most disturbingly violent scenes I've ever seen in a video game, and Double's rampage isn't exactly kid-friendly either. Before X4, I never would have believed that violence between machines could actually make me sick to my stomach.",0.666666667
"Independent seems to be a more accurate description. A Measure of Media Bias by Tim Groseclose and Jeff Milyo, September 2003, quite definitively shows that Brookings research is cited with equal frequency by Republican and Democratic members of Congress. Is there a better test?",1.333333333
"I was just looking for a language called Romanica and was redirected to Interlingua. Is Romanica another name or an older form? If so, I think it should be mentioned in the article somewhere..",1.666666667
"The article currently says: Player X can win or force a draw from any of these starting marks; however, playing the corner gives the opponent the smallest choice of squares which must be played to avoid losing[16].",1.333333333
"This article was mysteriously missing an introductory paragraph, so I took it upon myself to compose one. Feel free to make any edits to it you deem are necessary.",1
"In the character section,it says that Hone-Onna is a geisha. That is a lie, she was a prostitute, in episode 16 you can clearly see her behind woodeen bars wearing a kimono tied upfront and with a cleavage in one of her flashbacks in the episode. that is NOt a Geisha attire, that's a Tayuu attire, same she uses as Hone-Onna. Tayuu were high class courtesans, NOT Geisha.",-1.333333333
"This page is an expansion of the old Embassy World Snooker Championship page. I've also rewritten a fair amount of it. If anyone can help, I'd like to know how to get a table of contents.",1.333333333
"The trivia about an emergency landing of an F-15 with one wing is absolutely fasle. As a pilot of many hundreds of flight hours I can swear this is not possible because you need to have a balance of lifting forces in both sides of the aircraft's center of gravity. Flying with a part of wing missing is possible (but not usual), flying without a wing is not.",0.333333333
"As I have written above (4b), it does have relevance. If you don't think it has, please be more specific as to why you think it doesn't. I am not accepting any arguments of the kind the truth can be misleading that have been brought forward against changing Austria to Germany in the Infobox.",-1.333333333
Real apologies for this. I suspect it may have been me who changed the sentence (about the Arabs and the Europeans) although frankly it was a long time ago and I can't remember.,1.666666667
"Corrected the correct character title in the mini-series Roots. Slater in the television mini series was third mate and NOT first mate. Slater may have been a first mate in the BOOK, he was not first mate in the mini series.",-1
"Reilley's opinion on Cromwell is exclusively presented in his defense. This is one author who taints the entire perception of Cromwell. I bring up Thomas Di Lorenzo and Abraham Lincoln as an example, again.",0.333333333
"I think poetry does have a place. It's true that there is often poetry that does not consider the sound that the letters create, but there is also music that doesn't consider the sound the notes create. Poetry often uses particular forms and conventions to suggest at alternative meanings in the words, or to evoke emotional or sensual responses.",1
"I am planning on revising the 19th century history aspect of this page to include the prevalence of the use of science and higher education to conclude that Black Americans were an inferior species, and thus made it okay to discriminate against. These individuals studied the cranial capacities of different races, and used the sizes to conclude that they were different species.",0.666666667
"Contrary to rumors, Monkey Punch in fact likes Castle of Cagliostro. He stated so in an interview with the Anime News Network, although he does not completely agree with Miyazaki's interpretation. It should also be noted that Monkey Punch and Miyazaki are good friends.",1
"I have observed that we usually refer to the geographical region where someone was born by using the name that the location was known at the time. I agree that a Greater Manchester disambiguator is anachronistic. Fortunately, the version of the infobox that I restored states his place of birth as Salford, Lancashire, England.",0
"The town of Hope, Idaho is featured in the comic Prototype Issue #1. When you are introduced to it, a black ops team is sent there to deal with an infection. Apparently, there's a secret lab located in the town.",0.333333333
"I am not confusing anything, I know perfectly well the difference between a proper noun and a common noun. You are confusing facts with style. We cannot call a document which is, in fact, called a 'drivers license' a 'driving licence' because that is not what it is, and not what it is described as in reliable sources.",-1.666666667
"The first paragraph of this passage is self-contradictory: The growth of the mendicant orders in the 13th century began a movement that, with ever more force, insisted on poverty and the brotherhood of man, deploring the accumulation of wealth in the Church. The mendicant orders considered the possession of goods and private property as, at least, morally objectionable.",-0.666666667
"Hello fellow Wikipedians, I have just added archive links to on Gold (color). Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",1.666666667
"Is there really a reason to change the spelling to American English, such as defence to defense? This is in the section about traditional villages. It surely does not have any bearing on American culture in this case?",-0.333333333
"You raise a good point, BanyanTree. However, nothing I've read in the press release and other documents about the Preserve or the Monument seem to make a sourceable distinction between the two.",0.333333333
"Exactly my sentiments. The lead is indeed too complicated and places undue weight on interpretations. We must never forget the eager reader, rather the spectrum of readers who likely visit and read a wikipedia article such as this one.",0.666666667
"In the article it is statedThe old terminal, originally constructed in 1927, became the world's first with an underground railway. The station has since been renamed Paradestraße, because the rebuilding of the airport in the 1930s required the airport access to be moved to a major intersection with a station now called Platz der Luftbrücke after the Berlin Airlift.",0.333333333
"Remove Roger Craig Smith from the list of voice actors in the infobox, as there is no source for his inclusion. Also, change Travis Willingham's years in the infobox from (2010-present) to (2010-2018), as he does not appear among the credited voice actors in Team Sonic Racing and therefore cannot be verified as still performing the voice.",-1
"I am surprised that there is still not a section that mentions that the grapefruit tastes terrible. Is it not a bit irresponsible to forget that? Otherwise someone might read this article, buy a grapefruit, and have a pretty bad afternoon.",-1
"From experience with growing these plants in my own garden for many years, I can attest that they are perennial in protected areas in USDA Zone 8A, North Texas (Dallas area), and they also do self seed very prolifically. I have several mature plants that have faithfully returned every spring for 8 years. The plants are mulched mainly to protect them from our very hot summers.",0.666666667
"When I saw it at first time, I thought that it is vandalism, like someone has inserted a potatochopped picture. But when I realized that it is a real pic, I laughed my ass off.",-0.666666667
Somebody put him in a few Jewish categories. This info is not supported by the article and quick googling only gives forums as sources for such information. Also while both Lev and Yashin are frequent Russian Jewish names the patronymic Ivanovich is not (especially at those times).,-0.333333333
"I also agree with merger of both pages in question under one, which would be called either Van der Waals force or even more generally Van der Waals interactions. The attractive force between atoms and bonding is virtually the same thing. For any person with interest for Van der Waals interactions, it would be more convenient to have facts from both pages combined in one comprehensive page.",1.333333333
Anyone know about a collection at Sydenham (Crystal Palace) in the 1850s? I am struggling to make sense of this Dinosaur Cartoon in Punch? I thought the Great exhibition spun off part of the Nat Hist Museum??,0.333333333
"Someone questions the validity of the following statement: In 468 BC Argos completely destroyed both Mycenae (no it didn't; Andrewes (Phoenix 1952) and Forrest (CQ 1960) both date the Argive siege of Mycenae after the Spartan earthquake of 465) As this shouldn't be part of the article, I added the Source template.",0
"I find it very odd (actually, wrong and contradictory) that the absolutive case of ergative languages is referred here as a kind of oblique case. An oblique case is supposed to be a marked/secondary case, as opposed to the unmarked/primary/citation/direct case which corresponds to the plain form of a word.",-1.333333333
"Having long arguments about whether she was or was not responsible for the loss is inappropriate in Wikipedia. Leave that sort of analysis/argument to blogs, forums, John R. videos, etc. We should take a just the facts, ma'am approach.",-1.333333333
"To quote from Greenwood and Earnshaw: Phosphorous acid and phosphites [HPO(OH)2 and HPO32-]: Again, the recommended names (phosphonic acid and phosphonates) have found more general acceptance for organic derivatives such as RPO32-...",0
I condensed it further. It needs to be copyedited and check further. Revert if you disagree with my edits.,0
