Utterance,politeness,language,__index_level_0__,split
It would be great if someone could add coverage of the Internal Hordeolum (Internal Stye) which forms on the inner surface of the lid away from the margin. See  or  for info.,1.0,english,4290,train
I removed the globalize tag because the year without a summer refers to the abnormaly cold weather experienced in the northen atlantic region of the world. The reason there is no information on other regions is because this wasn't a global event. This article is about a phenomenon that was caused by the volcanic eruptions of Mount Tambora.,0.6666666666666665,english,4291,train
"The pronunciation of DiMaggio in Italian would be quite similar to the version you use in English, only the last i is not actually pronounced (it's a marker indicating that the g is a soft and not a hard one): it would then be di-MAH-joh, not (as currently written in the article) di-MA-zhee-oh. As a matter of fact, there is no way to write the ʒ phoneme in Italian orthography!",0.33333333333333304,english,4292,train
By making negative comments towards the film saying it isn't Citizen Kane it is clear you are not being neutrally with your edits and have some kind of bias towards the film. Plenty of sources were provided from a wealth of different sources all stating that Zootopia was a praised and a critically acclaimed film!,-0.6666666666666667,english,4293,train
"Agreed, we could use some additional input. That said, the presence of a lower tier of development doesn't mean NXT isn't still development. To continue the baseball analogy I keep using, the presence of a Double-A affiliate (and I don't mean Arn Anderson) doesn't mean a Major League team's Triple-A affiliate isn't also developmental in purpose.",0.0,english,4294,train
"Hello fellow Wikipedians, I am a student at California State University of Fullerton and our class is doing a Wikipedia assignment on editing Wikipedia articles. I wanted to request to add on some more information on Mrs. Beckham's Power and influence heading.",2.0,english,4295,train
"Just replaced the term Fiqh with Islamic jurisprudence. What's the point of forcing English readers to link to another article for a tranlsation of a term, instead of presenting the term in English for rapid understanding? Is it to help the writer feel more Islamic and culturally secure by seeing familiar words?",-1.3333333333333335,english,4296,train
It already takes up a lot of space. The article has to be balanced. The full apology is referenced right next to it if anyone is curious.,-0.33333333333333326,english,4297,train
"Indeed I agree the AANES isn't the PKK, and while it can be argued that the AANES does follow Abdullah Oclan democratic confederalism, attempting to ham fist that into AANES follows a terrorist ideology is in my view blatant POV distortion, as well as this we never refer to the PKK with those WP: Contentious labels ever.",-0.6666666666666667,english,4298,train
I add that your critique of the reference as vague is probably accurate. I think I should strengthen the reference to remove the vagueness rather than remove it. This discussion has helped me see how to do that.,2.0,english,4299,train
"The terms light, medium and heavy were originally meant in relation to standard rifle-calibre rounds in the mid-19th century, and these approached 1/2 inch calibre. During the Second war the British often referred to machineguns as RC or rifle calibre, meaning in their case 0.303 inch.",0.6666666666666665,english,4300,train
The conclusion reads: f(x) = (f(x) − g(x)) + g(x)→0 + L = L. This is not the same as f(x) = L. I don't see anything wrong with the proof. (Maybe a bit too verbose?,0.33333333333333304,english,4301,train
"I heartily agree with you! Unfortunately, Wikipedia has a comprehensive article on Stagnation pressure but no such article on Total pressure. There are articles where the two concepts are treated as synonymous – for example, see the second sentence HERE.",1.333333333333333,english,4302,train
"The paragraph starting A hurricane in 1844 is said .... I think I know what it means, but it could be clearer. Changes from pleural to singular storm is confusing to me.",0.33333333333333304,english,4303,train
Hmm...I am much less confident now that you have pointed out the split by date. The ngram shows that uncapitalised meridian was in the ascendency as late as 1974; this does seem to be very much a case of fluctuating styles.,1.333333333333333,english,4304,train
"Sorry if I'm editing this the wrong way, but I must say that the photo of a child with a middle aged woman, the caption claiming its a young Al Capone with his mother Teresa....thats NOT Al Capone. The clothes the kid is wearing is not the style of when Al was a child. Clearly its from later years.",-1.0,english,4305,train
Can someone fix the hexagon formula? It's showing up as markup rather than a nice formula image and I don't know enough about the markup to know what's wrong.,1.0,english,4306,train
That’s not the right approach. Figure of the earth is a term of art in geodesy; it is not the state of belief in the earth's shape for whatever culture at whatever time.,0.0,english,4307,train
"Well you asked for some copy edits, so I've already made a bunch of non-controversial ones. Here are some more to consider: Capitalization of non-proper common names such as Golden Everlasting and Australian Painted Lady should perhaps be golden everlasting and Australian painted lady.",-1.0,english,4308,train
"Firstly, it is not a British drink - you can get one almost anywhere in the world. Secondly, in Britain they serve it with lime in all smart establishments, from gentlemen's clubs to west end hotels.",-1.3333333333333335,english,4309,train
"Well, if you look at my discussion in above Recent changes by Realamigaman section, some editors see even current representation of AmigaOne as excessive. That is why I´m probably so overcautious in this regard. We should wait for other opinions and then make final decision.",0.0,english,4310,train
"I don't want to change the name, just make the article more coherent at turbine its says: A turbine is a rotary generator that extracts energy from a fluid or air flow and converts it into useful work. The simplest turbines have one moving part, a rotor assembly, which is a shaft or drum, with blades attached.",0.6666666666666665,english,4311,train
"You obviously haven't bothered to read Chestnut (horse anatomy), PBS. How about some due diligence before you comment here?Since the above post is a response to mine, I guess you think you're refuting me? Nothing you've written addresses my evidence that Horse chestnut is horribly ambiguous.",-2.0,english,4312,train
"Hello fellow Wikipedians, I have just modified on Songs in A Minor. Please take a moment to review my edit. If you have any questions, or need the bot to ignore the links, or the page altogether, please visit this simple FaQ for additional information.",2.0,english,4313,train
"I disagree with poster 67.242.102.134 when he states that the The article contradicts itself when is contrasts luminescence with incandescence, and yet describes thermoluminescence. This is patently wrong. When one reads the article on thermoluminscence, it clearly explains that the phenomenon is characterized by release of photons in wavelengths not attributable to black body radiation.",-0.6666666666666667,english,4314,train
"I removed the following unsourced text from the article because I believe it's incorrect (and appears to be original research): During off-road usage, it is paramount for safety that a vehicle's ESC disables anti-lock braking systems (ABS).",0.0,english,4315,train
"I personally don't think the second hatnote should be there, for two reasons: VisualEditor is not WYSIWYG, it's WYSIAWYG. How many people are actually going to look this up trying to find VisualEditor?",0.0,english,4316,train
"This claim about this woman is more appropriate to the article about her, not to Padre Pio. This article is already bloated with unnecessary items. If there's a consensus to delete this bit about this woman, I support it's deletion.",0.0,english,4317,train
"@user, I think we have a misunderstanding. The article Defining Knowledge, which I did not write, is actually an essay about knowledge management with a misleading title. Please take a quick look at it.",0.0,english,4318,train
"We should talk about it - starting with the assumption that invasion, and even looting are always and everywhere wrong. However, it is certainly a sensitive issue in China today, and the article should state that fact.",0.6666666666666665,english,4319,train
"This didn't make any sense to me (a lowly Physicist) until I followed the link. A cuboid with integer edges as well as integer face diagonals is called an Euler brick, for example with sides 44, 117 and 240. A perfect cuboid is an Euler brick whose space diagonal is also an integer.",-0.33333333333333326,english,4320,train
"I dunno', Shiro is known to be a very private man and often avoids photo oppertunities. Heck, in the Ghost in the Shell DVD extras, the interview segments with Shiro are done over the phone and the visual components are an animation of a self-drawn caricature of himself.",0.33333333333333304,english,4321,train
"Yes, I did notice that was why you switched the poster a while back - I have no problem with that. I was just pointing out that since it's the name on the poster, it's reasonable to include it as an also known as. It would definitely be worth adding a little more about Warhol's almost complete lack of involvement.",0.0,english,4322,train
"Early sources used man because at the time astronauts were almost exclusively male, and the idea of a woman as the first person on the moon was not considered to be a credible possibility. Back then the terms first man on the moon and first person on the moon would have had the same meaning in practice. However, Armstrong's fame derives from him being the first person on the moon.",0.0,english,4323,train
"As a casual passerby, I have to say most of the criticisms of this article seem a bit unjustified. The allegation is that the article is biased, pro-Muslim, etc. It didn't strike me that way.",1.0,english,4324,train
"please halt the massive number of deletes and reverts until you read all the refs. Not every statement and word has a ref associated, but the body of refs support the edits. I learned the topic while editing over a period of time, which is responsible editing and should be done before deleting and reverting.",-0.6666666666666667,english,4325,train
"In fact, the United States Military requires a bachelor's degree for commissioning. This does not preclude enlisted men from recieving a commission, but they have to acquire the bachelor's degree for commissioning.",0.0,english,4326,train
"You're getting way too defensive on this issue. I'm fine with both interpretations to remain on the article, as it currently is. What you suggest is possible, but that's it.",-1.3333333333333335,english,4327,train
I believe he/she is refering to the image on one of the linked pages. Content which is not part of this wiki entry other than a link really.,-0.6666666666666667,english,4328,train
"Dunno what the context or order is without a transcript of the actual interview, but the quotes the BBC selected are: When I was a kid and I'd sing songs I remember my uncles singing... rebel songs about the early days of the Irish Republican Army...*sings*...We sang this and it's fair to say it's folk music...Would you want to sing that in a certain community?",0.0,english,4329,train
"It can be assumed that with the release of Kirby Super Star Ultra, the games' DS remake, Nintendo may feel that it would be unnecessary to release it on Virtual Console. However, they did release Super Mario 64, so....",1.0,english,4330,train
"Claudia I will try to fix the copyrighted content. I will also try to add more to the lead and explanation of social constructionism. I may also try to fix the organization of the article, as well as the article's neutrality.",1.333333333333333,english,4331,train
What is the main article for human/mechanical flight? Human flight and mechanical flight do not redirect anywhere at present. Aviation and aeronautics are both stubs.,-0.33333333333333326,english,4332,train
"In the section Movements, there is a sentence that reads In 2016, Spirit Day is the world's largest and most-visible anti-bullying campaign. This sentence is grammatically incorrect but has 2 different meanings that it could possibly be changed to.",0.33333333333333304,english,4333,train
"Rock's motivation in the film is not completely about his not wanting to see his father overshadowed by a robot. The Duke had Tima created so she could run his machine, the Ziggurat, on his behalf. She's an important part of Duke Red's plans.",0.33333333333333304,english,4334,train
"I'm unfamiliar with the specific guidelines for music biographies. I was going to add an infobox but saw the warning note. I began to alter the language of the discography paragraph, then realized that probably the 15 recordings meant or might mean 15 CDs.",0.33333333333333304,english,4335,train
"My laptop is having issues, and I can't really watch video very well. I was unable to play ep8 straight through, so I might have missed that. What I'm mostly talking about is whether or not the green handheld device can be used to erase/modify memories.",0.6666666666666665,english,4336,train
"But this is quite a piece: If you did not kill a German today, your day is wasted. ... Nothing makes us happier than dead German bodies...",-2.0,english,4337,train
"This animal study reference is consistent with WP: MEDANIMAL for the sake of determining a mechanistic pathway. The source I posted is more up-to-date than the tricenarian, tertiary source and is used to resolve the archaic controversy there mentioned.",-1.0,english,4338,train
"I'd settle for 100 or higher. That would at least address the retarded exploding cows might not have been inserted by vandals theory, I would hope. Perhaps an on-line test would be appropriate before granting admin status.",-0.6666666666666667,english,4339,train
"Non-fiction is an account or representation of a subject which is presented as fact. RPGs are not presented as fact. Therefore, RPGs are not non-fiction.",0.33333333333333304,english,4340,train
Perhaps this could be mentioned near the end of a section on his crystallography work. Except that the article now seems to have no section with all his contributions to crystallography. Some are mentioned briefly in sections on the chemical bond and biological molecules.,0.33333333333333304,english,4341,train
"Where the heck did you find this info! I have only seen the autopsy report in Benedek's 1983 references, of which I managed to find German translations in a national library (Benedek is Hungarian). I uploaded the best possible copy of the autopsy report, but I consider it close to illegible.",-2.0,english,4342,train
"No, it is NOT how conservatives spin religious liberty. Even if the customer doesn't like you, and you don't like the customer, the Colorado Civil Rights Commission told Christian bakers, BAKE THE CAKE. The US Supreme Court reversed the decision in one instance, because of Colorado's overt hostility to religious freedom.",-1.0,english,4343,train
"Chris The logical thing to do would be to have an article named Asexual Reproduction and then list the different types of asexual reproduction under that article. Only if a type of asexual reproduction (in this case, Parthenogenesis) requires more detail or explanation, with possible different types in itself, should that type receive it's own article.",0.6666666666666665,english,4344,train
"Ok, there's a lot unpack here. The history section is not supposed to be a place to detail every action by the executive leadership. We don't go into detail about any executive leader in the broad Texas.",-0.6666666666666667,english,4345,train
"Haskell is a huge contributor to the use of monads in functional programming, so it's logical that many sections are based on documentation written in it. (Some may say that writing in Haskell is being more abstract). We have examples in Javascript and F#.",1.333333333333333,english,4346,train
"It's true that I'm the first to mention this problem, but I'd bet money that others have noticed it. I'm surprised that you think the ballet articles are clear, concise and well written. Have you even read the above discussions?",-1.0,english,4347,train
"The talk page was blanked, maybe some think there is nothing to talk about. I don't decide, but you are going to have to discuss the article. Sourced is not the issue, the article is full of digressions and unencyclopedic phrasing.",-1.3333333333333335,english,4348,train
"I know of a few artists without assistants, but they are pretty rare, and usually make a big deal about it. Riichi Ueshiba does not use assistants, for example. But so many do it is usually safer to assume they do.",0.0,english,4349,train
"What I'm annoyed about is the footnote referring to another obituary in A. N. 3349. I think that means this journal (Astronomische Nachrichten), but I can't for the life of me work out what 3349 means. It certainly didn't have that many pages.",-1.0,english,4350,train
"I strongly believe the way casinos don't allow people under 21 is one example of ageism. Find citations that support your claim and add it to the article. Otherwise, this is not a discussion forum for the topic of ageism.",-0.6666666666666667,english,4351,train
"I have it now in The Code Book . However here it says that the Battersea Park game was scheduled for Jan 9 1863, (but the minutes in the other book definitely says Jan 2). Of the Mortlake game it says Unable to wait that long to see the new rules in action Ebenezer Moreley arranged for his own club Barnes to meet their near neighbours Richmond at Mortlake on Saturday 19th December.",0.33333333333333304,english,4352,train
"The information on this page is excellent, however the subject matter in current popular culture seems to be far better known by the name of Gnostic Gospels than Nag Hammadi library. Even looking at the references on the page, the books that are quoted tend to use the name Gnostic Gospels.",1.333333333333333,english,4353,train
"Bow wow is 26 years old. It says he was born march 9th 1987. That would make him 25, he is listed as 24 on his wiki page.",-0.33333333333333326,english,4354,train
"Hello fellow Wikipedians, I have just added archive links to on Genetic diversity. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",1.333333333333333,english,4355,train
"I removed a large section that had been added about the idea that a rail link might be built between Gatwick and Heathrow but was reverted, most of it is not actually about the rail link but goes on about a lot of speculation about the government airport policy. Most of this is not needed and really should be moved into Some guesses about what might happen at airports in the south east england.",0.0,english,4356,train
"109.77.237.77, first, you should be made aware that you made 4-5 reverts within a period of 24 hours on this article. Per Wikipedia's policy, if an editor makes more than 3 reverts within 24 hours, in violation of Wikipedia's 3RR policy, it can lead to a block of the said editor.",-0.6666666666666667,english,4357,train
I must have been thinking of Tammy from Tammy and the Bachelor. They are a little bit similar. I had such a clear memory of it being Moon River.,0.0,english,4358,train
"I guess this is the relevant article :  , of which subsection 3.3 states: The estimated median lifespan (EML) for the C60-treated rats was 42 months while the EMLs for control rats and olive oil-treated rats were 22 and 26 months, respectively.",0.6666666666666665,english,4359,train
"Evenity/Romosozumab is a relatively new treatment for osteoporosis approved in 2019. A little bit more detailed information also on the page on Sclerostin. I think the osteoporosis section on medication should include mention of this new treatment, but it is already very well-structured and I don't really know where it would fit.",1.6666666666666665,english,4360,train
"Are you talking about putting the formal theorem above in the lead? I think it's inclusion would be WP: undue weight, too abstract and peripheral to the article.",-0.6666666666666667,english,4361,train
"Reputation/standing Is there a suitable way of stating O'Neill's reputation in the eyes of most football fans? Consensus is that he's one of the best managers currently in the game, eg touted as possible successor to Alex Ferguson, and tipped for England. Can this be incorporated into the intro with a reference, perhaps?",0.6666666666666665,english,4362,train
"There was an edit today changing Expo '92 to Expo '29 in this paragraph - not sure which is the right one, as both years had an Expo in Sevilla? 'Some outstanding exceptions are the remainders from Expo '29 in Seville, Spain where the 'Plaza de España' forms part of a large park and forecourt, and many of the pavilions have become offices for Consulate-Generals.",0.6666666666666665,english,4363,train
The speed change from 329 km/h to 300 km/h is mentioned in the WP: LEDE but not the article. More importantly no explaination is offered other then it came after the minister was fired.,-1.0,english,4364,train
"Science is a quite complicated thing - since middle ages scientists travel to the best universities or where they are better paid. So we should definitely include Lithuanian scientists in exile like Gimbutas, Greimas, Avižienis, Galdikas. They retained connections with lithuanians abroad and even with the scientists in occupied Lithuania like Greimas did.",1.6666666666666665,english,4365,train
"1902 Cup won by Vizcaya not Athletic, check official statistics: Athletic 23 Cups not 24      83.1992.2006 You are quoting incorrect sources. Read Athletic Bilbao website history section and you will see that Club Vicaya was made up of two clubs that merged and became Athletic Bilbao.",-1.0,english,4366,train
"Hello fellow Wikipedians, I have just added archive links to on Tales of Eternia. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",1.333333333333333,english,4367,train
Much of the NPOV allegations seem to stem from characterisation of the art and style. Please check the review at  (from 1997 I believe) that agrees on that. Moreover a closer look will tell you that the author has won prizes for his style.,-0.33333333333333326,english,4368,train
"The specifications state that the maximum speed is 2,120 km/h (1,320 mph, 1,140 kn) / M1.73 at 13,000 m. This implies that Mach 1=1225, which is correct at sea level. However, at 13,000 m, it is around 1064 km/h.",0.0,english,4369,train
"Hello fellow Wikipedians, I have just added archive links to on Sebastián Coates. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",2.0,english,4370,train
"I love how Italy seems to be included in everything these days. This article includes regions in the world where tornadoes occur, and then lists Italy.",-0.33333333333333326,english,4371,train
"It seems quite clear enough to me. There is however a problem with WP: PRIMARYTOPIC, which reads in part If there is no primary topic, the term should be the title of a disambiguation page (or should redirect to a disambiguation page on which more than one term is disambiguated).",-0.6666666666666667,english,4372,train
I may be an unregistered user here but there is conclusive proof of Leary's thievery. He has released DVD's that are almost verbatim Bill Hicks jokes. Almost verbatim because his comedic timing and delivery in no way match that of the original joke teller.,-0.33333333333333326,english,4373,train
"Everyone is a bit ambiguous about the exact dates involved. Is it really not known for sure exactly when Boudicca was defeated? Would the fact that it's descibed as 60/61 suggest that it was around the turn of the year? - Jayem No, it's pretty clear from Tacitus that the revolt started in the spring or summer (campaigning season) and was defeated before the start of winter.",-0.6666666666666667,english,4374,train
"Yes, it does need this section. The New Routemaster has been involved in more accidents than any other London Bus in the past year, so it should be mentioned which is why I added them, but I added the Notable ones. Another one happened yesterday, which suggests to me somethings wrong with these buses.",-0.33333333333333326,english,4375,train
"The paper does say that Bahram V Gur was King of Persia but it does get complicated. I'll concede Persia but some works break things down into the Early, Middle and Late Persia periods or sometimes even distinguish some periods as pre-Persian. In those cases, Pre-Persian must mean pre-modern Persian.",0.0,english,4376,train
"I'm sorry, I am not very familiar with Japanese. But I was wondering why the company Suzuki (スズキ) is written in katakana, and not in kanji like the family name Suzuki (鈴木). Honda (本田) is still written in kanji like its family name.",1.6666666666666665,english,4377,train
"Actually, two of the sources directly contradict the megatsunami claim. None of the eyewitnesses estimate a greater crest height than 100 ft, and one of them (Ulrich) specifically states that the 1,800 ft figure is not the wave height, but how high the water splashed on the mountain sides.",0.33333333333333304,english,4378,train
"In the opening section, when listing the various ‘types’ of MP units/forces, we currently have Brazil’s state police (SP) forces listed with its very own bullet. To be clear, I am not against this, if the SP forces are truly unique, and can’t be classified along with any other type of MP. But that doesn’t see to be the case?",1.333333333333333,english,4379,train
"Regarding this edit and subsequent reversion made by User: Comp.arch, I still don't see how it's relevant. There is no such thing as 64-bit Java.",-0.33333333333333326,english,4380,train
On the article it says that Evan and Giorgio were sent to San Francisco International Airport. I have seen the game but how is there evidence that it is in SF? It might be it DOESN'T even look like SF International Airport.,-1.6666666666666667,english,4381,train
"You know before islam, this was a land of ancient Hindus and Aryans. And there are many people who will tell you that belly dancing originated from a form of ancient India. And here, there is no mention at all!",-0.6666666666666667,english,4382,train
"Well, if you happen to speak a southern British dialect which doesn't use that [x] phoneme, it's usually much more comfortable to use mack. Especially since with the long vowel you could confuse it with the word 'mark'. Either way, I agree that the pronunciation issue is irrelevant.",0.6666666666666665,english,4383,train
It has been proposed to change the photo to one that is current. Here are three choices: I am not sure which one to favor.,0.6666666666666665,english,4384,train
"Vin Diesel was in the film? —The preceding unsigned comment was added by 67.187.68.241 (talk • contribs). Really, I just finished watching it and didn't even notice him.",-0.33333333333333326,english,4385,train
"I just came here to learn about the legend of Agartha, but this is a very misleading article. It discusses the legend as if it were a real, provable fact rather than an interesting fiction. It almost reads like a cult's recruitment materials, presenting wild speculation and utterly false evidence as fact.",0.0,english,4386,train
"I might have misinterpreted what I've read about the Trill/Klingon interbreeding, but I think its right. If not, Trill crosses still need clarification as this would certainly be considered rare and is not the normal man-woman mating relationship. A further expansion on interbreeding should probably include how the practice is generally frowned upon by traditional Klingon culture at large.",0.33333333333333304,english,4387,train
"The Bible (King James Version) states, And he shall judge among the nations, and shall rebuke many people: and they shall beat their swords into ploughshares, and their spears into pruninghooks: nation shall not lift up sword against nation, neither shall they learn war anymore (Isaiah 2.4).",1.333333333333333,english,4388,train
The irony is your grammar is terrible too. And don't start a sentence with and. It's perfectly good English to start a sentence with 'and'.,-1.6666666666666667,english,4389,train
"Is it the fall of communism or the fall of socialism? I'm pretty sure it should be the former, anyways.",0.33333333333333304,english,4390,train
"Chinese TV CGTN showed the fighter at the Zuhau airshow, but their own English subtitles read China's FOURTH generation J-20 fighter jets conquered the skies etc etc (source: for example, ) Same thing for Xinhua, another Chinese agency: they call it a 4th-generation fighter .",0.0,english,4391,train
"I see several opinions of which none are focused. I have only described the main points of contention I can see in the section. As other have pointed out, this article has a lot of serious issues and could, in this editor's opinion, be completely revamped.",-0.6666666666666667,english,4392,train
"Seriously, we can't include a decent traditional illustration depicting the figure the constellation...sorry, asterism...is supposed to portray? I never would have learned to recognize the constellations as a child without the visual image to overlay the stars to make them make sense.",-1.0,english,4393,train
"Though specific examples elude me at the moment the DAO-12 very much resembles the 'Streetsweeper type of shotgun popularized in video games and moves. Though I can't give specific names at the moment, my first thought about shotguns if not of the saw-offed variety then of the streetsweeper.",1.0,english,4394,train
I think something should be added about how Ho Chi Minh changed his name to further his cause of uniting the people starting the revolution. The revolution in Vietnam was led by Ho Chi Minh (Ho Who Aspires to Enlightenment).,0.33333333333333304,english,4395,train
"Hi all, I am wondering why the “reputed antisemitism” section is placed in the Post War Life section of the article. Would it not make more sense to have a “controversy” section OR to have the antisemitism part in the “Legacy” section, since most of the discussion of his Anti-Semitic comments has occurred after his death?",1.0,english,4396,train
"I think this page requires semi-protection too. It seems to be victim of heavy misplaced editing, not just light. Users will be able to edit this page once they know what they are doing anyway.",-0.6666666666666667,english,4397,train
Done some corrections : The picture used as class 91 is in fact a class 98 (former 92). The DMU in the photo wasn't even numbered as 91-xxxx-x but 92-xxxx-x (the picture is at least 2 years old).,0.6666666666666665,english,4398,train
There's no reason to convert that page into template. If it's to show up in another article I'd suggest doing a merger only. Templates have benefit but I don't see one for this.,-0.33333333333333326,english,4399,train
"It is stated that Amazing Grace came to be an emblem of a religious movement and a symbol of the U.S. itself as the country was involved in a great political experiment, attempting to employ democracy as a means of government. Isn't that an overstatement?",-1.0,english,4400,train
(Heavy sigh) This again. I really wish we could just ban the term whole number and not let it appear anywhere in Wikipedia. That would fix the issue good!,-2.0,english,4401,train
"Yes, it is not a proper method to maintain the old style of date as its current date. While as a writer of history, one would want to include a referral to it, it should not be maintained as the actual date for the occurrence. So, I am noting here that it should be retained in the article but not in the format that it currently is.",1.0,english,4402,train
"I have published the rewrite, and I hope that I have to some degree achieved the goal I stated above. The old version is will be preserved for a while at User: Karlhahn/KarlsSandbox.",1.333333333333333,english,4403,train
"Unfortunately, the consensus is against your changes here. Instead of trying to change/edit an article that is in good shape, maybe consider working on the many ones that need citations and bolstering. For some reason, you are convinced of something that none of us agree with in the end.",-1.6666666666666667,english,4404,train
"We, Wikipedia editors, must be very careful and not be propaganda agents of governments. We should not automatically limit article coverage to just official statements. Note that this is not an endorsement of adding a Trump comment.",-0.6666666666666667,english,4405,train
"Can someone who is a little more familiar with routing tables as data structures take the initiative to clarify this sentence? For example, B-trees are particularly well-suited for implementation of databases, while routing tables rely on networks of machines to function.",-0.33333333333333326,english,4406,train
"Since the Artiodactyla as traditionally composed is paraphyletic, because it excludes cetaceans, future authors will be inclined to throw the Artiodactyla into the laundry basket by using the name Cetartiodactyla to include land-living artiodactyls and cetaceans. The phrase laundry basket means a bunch of paraphyletic or polyphyletic assemblages.",0.6666666666666665,english,4407,train
"You fully misunderstand the purpose of redirection. To create pages for every variant terminology is immensely unhelpful. At present any person who types in sonography will get to this page, and the word is bolded in the intro.",-1.3333333333333335,english,4408,train
"While the name calling should be avoided, I agree with Iago Dali that the link should remain. Articles on literature should link to both positive and negative reviews to give the full range of analysis and thought on a said literature. To this end, I have added several additional reviews.",1.0,english,4409,train
"Another difference notes that telling the truth about his clothing during his Dean Witter interview got him fired. However, according to , and also the article on Chris Gardner, this did not happen; he was hired because of a sympathetic interviewer.",1.0,english,4410,train
"Hi everyone, The other day, I took out a sentence from the lead: It is regarded by many as the last canon Resident Evil game, assuming it wasn't sourced. undid my edit, and pointed out that it actually is sourced. However, it is sourced by an interview with Shinji Mikami from 2001 and I'm not sure what it actually means.",1.0,english,4411,train
"A decade starts because of an event or change in culture for example 1990 was seen as a continuation of the 1980s instead of part 1 of the 90s 2000 is also a continuation of the 90s 80s music and fashion were still popular this year According to whom? A decade is a period of exactly ten years, not a fashion trend of whatever length it takes. Culture doesn't evolve in discrete 10-year blocks.",-1.0,english,4412,train
It isn't and I'm wrong. But I am getting really tired of having to explain myself to you whenever you exceedingly fail in assuming any sort of good faith. So let's get back on topic.,-2.0,english,4413,train
"This sentance makes no sense: However this myth can be challenged by the fact that the pasta was invented in the middle ages in the north of Italy where Rome had no rule. Well, first of all, of course it can be challenged!",-1.0,english,4414,train
"I seem to recall reading (or maybe Carl Sagan mentioned it on TV) at the time, that there was a conscious effort to blend all human racial features together, so that the humans represented would more accurately portray a typical human or at least an average. I also think that heights were averaged as well. Does anyone know anything about this, and how it was done?",0.6666666666666665,english,4415,train
"A cathedral has not been the relevant qualification for a century or more. (and Rochester in Kent has a cathedral but legally is a constituent town of Medway). But remember this is the English language Wikipedia, not the English Wikipedia. UK readers are very much in the minority.",-0.6666666666666667,english,4416,train
"Unfortunately, what we, as editors, think is the correct genre is irrelevant. Genres are specified either by the authors themselves, their publishers or notable reviewers from trusted sources. There should be a reference/citation for each genre listed.",0.6666666666666665,english,4417,train
Thanks for the sarcasm. You'd be more convincing if you could get the designation of the star correct.,-1.6666666666666667,english,4418,train
"How can I find adequate citation for the fact that Aoi Yuki and Aoi Yabusaki are the same person? This is undoubtedly true, since her agency and her former blog take credit for roles attributed to both names. And it is accepted as fact by dozens of unquotable Japanese sites, including ja.wikipedia and Hatena.",-0.6666666666666667,english,4419,train
"Hello fellow Wikipedians, I have just added archive links to on Fire extinguisher. Please take a moment to review my edit. If necessary, add after the link to keep me from modifying it.",0.6666666666666665,english,4420,train
"That again is bais, adding in second-wave feminists (you clearly have a problem with), which has nothing to do with the theory itself being controversial. So in your own words you show it is poorly written and your own bias.",-1.3333333333333335,english,4421,train
"Right, for the moment that's it! Thanks CP/M for mending that Spearfish link - hadn't spotted my error! Trust you're OK with the changes I've made.",1.6666666666666665,english,4422,train
"Is Otto I a Roman Catholic monarch or not? I am tired of seeing the category coming and going every day. I honestly do not know, so please give your honest opinion and reference it to see if we can put this item to rest.",-0.33333333333333326,english,4423,train
"Unfortunately, some of your claims are quite false. The purpose of collectivization was to give the Soviet government the ability to extract as much agricultural produce as it wanted from the peasants, and to be able to directly interfere in peasants' daily lives at an individual level.",-0.6666666666666667,english,4424,train
"This article says definitively that the Palast is being demolished. I was in Berlin in May and the signage on the Palast site quite clearly says that the building is being dismantled (to get rid of the asbestos), not demolished, and that a democratic decision on the Palast's future is still to be made. Can someone clarify this?",0.6666666666666665,english,4425,train
Good work merging the articles. It should still be moved to Toluidine however. I will alert an administrator.,0.33333333333333304,english,4426,train
"Oceanic currents are not caused by the Coriolis effect, since it is an effect and not a cause. The main cause of Oceanic currents is the Earth's rotation movement, being the Coriolis effect, an effect of this movement. The Coriolis effect is demostrated in a Foucault pendulum and, therefore, also the Earth's rotation is demostrated there.",0.33333333333333304,english,4427,train
"I want to set up a discussion regarding the future of the Trolleybus. From my point of view, Trolleybuses are a very interesting alternative/complement to street cars and diesel buses. I work with civil engineering infrastructure.",0.33333333333333304,english,4428,train
I believe this is incorrect and should read People's Republic of Korea (North Korea) as being the country the complaint is being made against. The basis for the complaint from what I read on the ICC website is 1) the bombing of Yeongpyeong Island and 2) the sinking of the ROKS Cheonan.,0.0,english,4429,train
"Was she notable outside of her own city or state or advanced the art? The article is meant to be about Marionettes rather than a list of operators. If she is notable, then a paragraph in the Marionette#Marionettes and marionette theatre in modern times section is the most appropriate.",-1.0,english,4430,train
"The picture of the playoff schedual is wrong. Loser A and Loser B don't automaticly get an UEFACup spot, this only happens when the team who qualified for the UEFA Cup trough the Dutch cup ends in the top 5.",-0.33333333333333326,english,4431,train
"It's a Norse name that evolved in the community. When we talk of an English name, it implies that the name was imposed by the English, as in say, Canton in China or Calcutta in India, or that the English name for the city is different to that which is used by the local inhabits, as, in say, Florence or Lisbon, which was not the case with Swansea.",0.0,english,4432,train
"A very good summary (as it were), I think. There's information that appears only in the lede, but would better appear briefly there, and in more detail later. On one such case, as I mentioned a little earlier, I think the force composition information is much too detailed, much too soon, and I'm very much inclined to trim it from the first paragraph.",-0.33333333333333326,english,4433,train
